name,드라마,액션,코미디,스릴러,범죄,모험,로맨스,애니메이션,미스터리,SF,판타지
김승현,91,94.0,90.0,84.0,NaN,87.0,79.0,85.0,NaN,80.0,83.0
박성훈,92,93.0,88.0,82.0,83.0,88.0,74.0,80.0,NaN,79.0,82.0
킴지,92,92.0,90.0,85.0,85.0,85.0,NaN,80.0,NaN,75.0,78.0
문창승,92,93.0,85.0,84.0,83.0,89.0,77.0,84.0,NaN,81.0,81.0
조한길,94,92.0,88.0,84.0,84.0,84.0,81.0,NaN,74.0,78.0,NaN
임정주,94,91.0,90.0,83.0,84.0,84.0,81.0,74.0,NaN,NaN,NaN
다다다나나나,93,92.0,86.0,86.0,87.0,85.0,82.0,81.0,NaN,NaN,80.0
기원,93,92.0,87.0,81.0,86.0,86.0,NaN,82.0,NaN,76.0,76.0
빌객스,92,94.0,86.0,79.0,90.0,85.0,NaN,68.0,NaN,81.0,67.0
현지,89,92.0,90.0,82.0,NaN,90.0,NaN,92.0,NaN,76.0,84.0
서준규,92,93.0,86.0,83.0,84.0,88.0,NaN,87.0,NaN,82.0,79.0
멸치맛초코,94,89.0,90.0,81.0,85.0,83.0,82.0,NaN,NaN,NaN,77.0
구미,95,82.0,90.0,86.0,79.0,78.0,82.0,78.0,80.0,NaN,NaN
lazyasfuck,93,91.0,86.0,88.0,87.0,86.0,NaN,85.0,NaN,79.0,78.0
버디의 소중한 가슴털,92,92.0,88.0,82.0,81.0,89.0,NaN,81.0,NaN,83.0,77.0
nacht,94,89.0,87.0,89.0,87.0,77.0,81.0,NaN,88.0,NaN,NaN
유우주,93,94.0,86.0,82.0,85.0,83.0,83.0,NaN,NaN,79.0,75.0
Inho Ahn,92,93.0,90.0,83.0,84.0,86.0,76.0,76.0,NaN,83.0,76.0
Jihoon Kim,93,93.0,89.0,86.0,83.0,80.0,82.0,74.0,NaN,NaN,74.0
손목원,90,93.0,92.0,77.0,NaN,89.0,77.0,85.0,NaN,78.0,83.0
유로사,95,89.0,89.0,83.0,84.0,NaN,83.0,NaN,NaN,77.0,75.0
전보배,92,93.0,89.0,83.0,84.0,87.0,69.0,82.0,NaN,79.0,79.0
한경민,94,84.0,88.0,NaN,82.0,90.0,84.0,87.0,NaN,NaN,86.0
박인규,94,85.0,84.0,87.0,90.0,76.0,NaN,NaN,81.0,75.0,NaN
혹성로봇A,93,93.0,90.0,86.0,86.0,79.0,82.0,NaN,NaN,71.0,70.0
신준섭,94,90.0,91.0,82.0,81.0,86.0,80.0,88.0,NaN,78.0,78.0
정경혜,92,88.0,89.0,77.0,NaN,89.0,80.0,92.0,NaN,NaN,81.0
달그림자,94,88.0,92.0,85.0,83.0,76.0,86.0,NaN,NaN,NaN,71.0
Bastet,93,91.0,89.0,83.0,87.0,86.0,81.0,88.0,NaN,NaN,81.0
알베르 카뮈,95,89.0,88.0,86.0,88.0,66.0,82.0,NaN,72.0,NaN,NaN
유중안,91,90.0,93.0,77.0,78.0,89.0,73.0,77.0,NaN,NaN,83.0
jude,95,85.0,90.0,NaN,77.0,83.0,87.0,90.0,NaN,NaN,80.0
이형진,92,93.0,87.0,86.0,83.0,88.0,NaN,NaN,76.0,83.0,79.0
학도병,95,80.0,89.0,80.0,87.0,71.0,81.0,NaN,71.0,NaN,NaN
쇼스타퍼,94,92.0,89.0,85.0,83.0,85.0,82.0,NaN,NaN,NaN,78.0
네이버 영화,94,90.0,90.0,84.0,84.0,81.0,84.0,80.0,NaN,NaN,74.0
진원,93,93.0,87.0,85.0,88.0,81.0,70.0,NaN,NaN,76.0,71.0
갓파더,94,92.0,84.0,83.0,86.0,85.0,78.0,NaN,NaN,79.0,74.0
이주연,92,82.0,91.0,NaN,NaN,89.0,81.0,88.0,NaN,NaN,83.0
한단하,92,92.0,83.0,83.0,77.0,90.0,NaN,88.0,NaN,78.0,85.0
다프네,93,86.0,90.0,NaN,NaN,86.0,86.0,84.0,NaN,NaN,83.0
이지호,95,86.0,87.0,84.0,88.0,81.0,81.0,NaN,77.0,77.0,76.0
시예,92,92.0,85.0,86.0,82.0,89.0,NaN,87.0,NaN,82.0,83.0
이챌,94,83.0,87.0,81.0,NaN,87.0,88.0,90.0,78.0,NaN,NaN
박가영,92,93.0,91.0,79.0,78.0,88.0,82.0,86.0,NaN,NaN,80.0
눈노,93,90.0,90.0,79.0,78.0,89.0,84.0,87.0,NaN,NaN,83.0
라이언,93,92.0,90.0,82.0,81.0,88.0,81.0,89.0,NaN,NaN,83.0
재민,94,90.0,81.0,81.0,90.0,80.0,NaN,69.0,NaN,78.0,NaN
다온,90,79.0,89.0,NaN,NaN,88.0,70.0,93.0,NaN,64.0,81.0
Yong Kim,93,92.0,88.0,82.0,79.0,89.0,79.0,79.0,NaN,82.0,79.0
김백진,93,91.0,91.0,84.0,84.0,83.0,NaN,83.0,74.0,80.0,NaN
김형언,91,93.0,90.0,86.0,83.0,86.0,NaN,NaN,NaN,78.0,75.0
JY,93,93.0,89.0,84.0,85.0,85.0,75.0,76.0,74.0,74.0,NaN
이민영,93,91.0,92.0,83.0,79.0,87.0,NaN,89.0,NaN,NaN,82.0
손강석,95,89.0,89.0,78.0,82.0,85.0,85.0,80.0,NaN,NaN,75.0
배귤,91,93.0,89.0,86.0,81.0,87.0,NaN,85.0,NaN,82.0,80.0
trash_jun,94,90.0,88.0,NaN,75.0,90.0,80.0,90.0,NaN,NaN,83.0
이진구,93,92.0,89.0,85.0,83.0,85.0,NaN,85.0,NaN,78.0,76.0
신중한,92,93.0,87.0,81.0,77.0,89.0,NaN,88.0,NaN,80.0,81.0
김진호,92,93.0,86.0,89.0,85.0,86.0,NaN,NaN,80.0,82.0,75.0
리미 ,92,90.0,88.0,77.0,NaN,89.0,84.0,92.0,NaN,NaN,85.0
박철우,93,91.0,92.0,83.0,82.0,85.0,82.0,NaN,NaN,74.0,77.0
yoolmootea,94,90.0,88.0,88.0,86.0,81.0,83.0,81.0,78.0,NaN,NaN
준슈,92,94.0,90.0,85.0,88.0,83.0,84.0,NaN,67.0,72.0,77.0
35,93,92.0,90.0,86.0,83.0,86.0,82.0,79.0,NaN,NaN,80.0
케로버,93,93.0,83.0,88.0,86.0,83.0,NaN,NaN,79.0,83.0,71.0
창가의 토토,94,88.0,84.0,NaN,88.0,NaN,80.0,89.0,77.0,NaN,84.0
Jaewoo Jeong,93,92.0,88.0,75.0,NaN,89.0,76.0,86.0,NaN,81.0,80.0
OverMind,94,91.0,87.0,83.0,86.0,86.0,76.0,80.0,NaN,76.0,NaN
,93,93.0,86.0,82.0,84.0,89.0,77.0,80.0,NaN,77.0,78.0
카라멜 된장찌계,92,93.0,87.0,84.0,82.0,88.0,NaN,89.0,NaN,82.0,82.0
닥터민준,92,94.0,86.0,79.0,81.0,89.0,NaN,85.0,68.0,81.0,76.0
석재현,94,92.0,90.0,82.0,82.0,86.0,81.0,84.0,NaN,74.0,77.0
박미코,91,93.0,88.0,89.0,84.0,87.0,73.0,NaN,NaN,80.0,78.0
김동근,94,91.0,90.0,80.0,84.0,85.0,82.0,86.0,NaN,NaN,79.0
루랴,91,92.0,88.0,NaN,NaN,91.0,79.0,89.0,NaN,78.0,84.0
No,93,92.0,90.0,84.0,86.0,83.0,82.0,NaN,NaN,69.0,71.0
1더하기일은2,92,93.0,86.0,83.0,88.0,88.0,77.0,71.0,NaN,79.0,74.0
미자,93,91.0,87.0,84.0,86.0,88.0,81.0,NaN,73.0,79.0,83.0
l00K,91,93.0,91.0,83.0,79.0,87.0,NaN,84.0,NaN,77.0,80.0
주H,92,84.0,89.0,80.0,86.0,82.0,85.0,92.0,81.0,NaN,NaN
경이,94,91.0,89.0,85.0,80.0,84.0,81.0,83.0,NaN,NaN,NaN
김상원,91,93.0,86.0,84.0,82.0,89.0,NaN,74.0,NaN,84.0,81.0
Limousine,93,93.0,86.0,84.0,86.0,88.0,80.0,88.0,NaN,77.0,78.0
행지,93,93.0,86.0,76.0,86.0,87.0,77.0,84.0,73.0,NaN,72.0
weirdo Lee,92,93.0,85.0,80.0,79.0,89.0,NaN,85.0,NaN,84.0,82.0
마르치아노,95,83.0,91.0,77.0,NaN,85.0,84.0,89.0,NaN,NaN,81.0
이승민,94,90.0,89.0,83.0,84.0,86.0,78.0,86.0,NaN,78.0,80.0
김한별,91,93.0,86.0,83.0,84.0,89.0,NaN,80.0,NaN,80.0,79.0
져니,91,90.0,92.0,79.0,NaN,89.0,82.0,86.0,NaN,NaN,82.0
배박,92,93.0,89.0,80.0,82.0,88.0,NaN,88.0,NaN,80.0,81.0
“Damian Qim”,93,92.0,90.0,83.0,81.0,87.0,82.0,88.0,NaN,80.0,80.0
함성규,91,94.0,88.0,83.0,85.0,88.0,70.0,77.0,NaN,79.0,78.0
김어진,94,90.0,91.0,80.0,80.0,87.0,79.0,82.0,NaN,76.0,77.0
변준우,92,93.0,86.0,83.0,76.0,88.0,NaN,86.0,NaN,82.0,83.0
강다현,93,85.0,90.0,NaN,NaN,88.0,82.0,92.0,77.0,NaN,81.0
재선,94,85.0,85.0,88.0,81.0,80.0,82.0,85.0,83.0,NaN,NaN
김기문,95,88.0,89.0,82.0,86.0,82.0,80.0,NaN,NaN,75.0,NaN
kyoung1,93,93.0,84.0,88.0,87.0,76.0,NaN,NaN,79.0,81.0,NaN
Gwonnii,91,94.0,86.0,79.0,79.0,90.0,73.0,83.0,NaN,81.0,82.0
245,93,92.0,88.0,88.0,86.0,82.0,NaN,89.0,79.0,NaN,78.0
박현우,92,93.0,88.0,88.0,84.0,86.0,NaN,80.0,NaN,79.0,78.0
B,90,93.0,88.0,85.0,84.0,88.0,73.0,79.0,NaN,80.0,78.0
한승용,94,89.0,89.0,NaN,84.0,86.0,82.0,91.0,NaN,NaN,81.0
잉어거북,94,88.0,89.0,80.0,88.0,86.0,79.0,83.0,NaN,NaN,80.0
권기영,94,92.0,82.0,81.0,87.0,76.0,NaN,NaN,NaN,78.0,68.0
햇빛귀신참패삼진아웃,90,94.0,89.0,83.0,82.0,87.0,NaN,77.0,NaN,80.0,80.0
이태윤,94,91.0,84.0,84.0,90.0,78.0,76.0,NaN,76.0,68.0,69.0
somcotton,94,89.0,91.0,85.0,82.0,85.0,84.0,82.0,79.0,NaN,80.0
다죠이,94,89.0,89.0,80.0,79.0,85.0,87.0,82.0,NaN,NaN,80.0
니하,95,85.0,89.0,79.0,84.0,84.0,86.0,85.0,NaN,NaN,78.0
이효석,93,92.0,89.0,84.0,81.0,86.0,81.0,NaN,NaN,79.0,77.0
지호다,91,92.0,85.0,NaN,83.0,90.0,NaN,91.0,NaN,79.0,82.0
전동민,94,91.0,89.0,87.0,85.0,82.0,81.0,79.0,NaN,NaN,76.0
이성우,94,91.0,89.0,85.0,85.0,83.0,80.0,84.0,NaN,NaN,78.0
영화보는노인,92,93.0,89.0,86.0,86.0,87.0,75.0,NaN,70.0,80.0,79.0
마틴옹,94,92.0,86.0,85.0,86.0,86.0,76.0,NaN,NaN,80.0,78.0
쵸쵸,94,90.0,91.0,83.0,79.0,83.0,85.0,75.0,NaN,NaN,77.0
영화감상문,90,93.0,89.0,76.0,NaN,90.0,76.0,81.0,NaN,83.0,84.0
오지환,91,93.0,88.0,85.0,82.0,89.0,NaN,80.0,72.0,80.0,79.0
이재형,92,94.0,86.0,85.0,86.0,86.0,NaN,73.0,NaN,77.0,74.0
김아인,93,92.0,89.0,81.0,80.0,88.0,83.0,85.0,NaN,79.0,80.0
이경태,94,92.0,89.0,83.0,84.0,86.0,81.0,79.0,NaN,74.0,79.0
임태경,95,84.0,90.0,83.0,80.0,80.0,87.0,79.0,NaN,NaN,78.0
OhJoonHo,93,92.0,88.0,87.0,87.0,81.0,74.0,NaN,NaN,73.0,70.0
태준,94,91.0,86.0,75.0,87.0,88.0,88.0,74.0,NaN,NaN,82.0
곽재현,92,92.0,88.0,85.0,80.0,89.0,NaN,91.0,NaN,81.0,83.0
April🌱,94,88.0,91.0,82.0,84.0,81.0,84.0,77.0,NaN,NaN,NaN
sponeKBG,93,92.0,89.0,81.0,81.0,88.0,78.0,89.0,NaN,NaN,80.0
라종윤,93,93.0,90.0,86.0,86.0,84.0,NaN,74.0,NaN,76.0,75.0
시원,92,91.0,89.0,NaN,81.0,90.0,NaN,85.0,NaN,77.0,83.0
전우현,91,94.0,88.0,80.0,78.0,89.0,72.0,78.0,NaN,80.0,77.0
장지현,89,91.0,90.0,NaN,NaN,91.0,76.0,89.0,NaN,76.0,85.0
JSWUKJ,94,69.0,91.0,NaN,70.0,NaN,92.0,NaN,NaN,NaN,77.0
지수,93,89.0,92.0,79.0,79.0,87.0,83.0,89.0,NaN,NaN,79.0
청주시 레서판다,93,91.0,90.0,83.0,80.0,87.0,80.0,88.0,NaN,80.0,81.0
허윤재,92,93.0,87.0,84.0,82.0,88.0,NaN,76.0,NaN,75.0,78.0
Penny,94,89.0,92.0,81.0,84.0,84.0,78.0,89.0,NaN,NaN,77.0
갱무니,94,92.0,88.0,84.0,87.0,83.0,82.0,80.0,NaN,NaN,76.0
✒️📄,95,86.0,89.0,74.0,79.0,71.0,79.0,70.0,NaN,NaN,68.0
HD,91,94.0,84.0,82.0,82.0,89.0,69.0,79.0,NaN,84.0,82.0
송버,86,94.0,80.0,71.0,NaN,91.0,NaN,84.0,NaN,86.0,82.0
장창원,91,93.0,82.0,82.0,79.0,90.0,NaN,NaN,70.0,85.0,79.0
쭈쭈,92,82.0,84.0,87.0,82.0,NaN,92.0,NaN,82.0,NaN,NaN
이주형,93,92.0,83.0,85.0,89.0,81.0,68.0,NaN,74.0,78.0,68.0
🐶➡️🚀➡️🌛,91,93.0,89.0,NaN,82.0,90.0,NaN,83.0,NaN,80.0,82.0
MYY,94,90.0,90.0,79.0,84.0,83.0,83.0,NaN,NaN,NaN,71.0
쭌쭌이,91,91.0,81.0,91.0,86.0,82.0,NaN,NaN,84.0,78.0,72.0
HS,92,92.0,91.0,78.0,81.0,87.0,85.0,NaN,NaN,78.0,76.0
시시,92,92.0,89.0,83.0,80.0,89.0,NaN,87.0,NaN,82.0,82.0
임고운,92,92.0,90.0,78.0,78.0,90.0,77.0,83.0,NaN,80.0,82.0
무미건조 2,92,94.0,78.0,85.0,83.0,85.0,NaN,NaN,NaN,84.0,NaN
지승훈,91,94.0,84.0,86.0,80.0,88.0,NaN,80.0,NaN,82.0,79.0
Kyuzinz,92,92.0,90.0,88.0,87.0,79.0,75.0,NaN,NaN,69.0,69.0
조수연,95,83.0,92.0,78.0,79.0,77.0,86.0,72.0,NaN,NaN,75.0
Feelm,94,90.0,89.0,84.0,86.0,83.0,80.0,74.0,NaN,NaN,NaN
최형우,95,88.0,90.0,78.0,84.0,85.0,81.0,88.0,NaN,NaN,NaN
날틀,91,94.0,89.0,85.0,79.0,88.0,NaN,81.0,77.0,79.0,83.0
권예원,94,88.0,91.0,80.0,78.0,84.0,88.0,79.0,NaN,NaN,80.0
예비 작가 장시우,92,93.0,86.0,88.0,86.0,86.0,NaN,NaN,78.0,82.0,74.0
vism,94,90.0,89.0,75.0,NaN,88.0,80.0,89.0,NaN,76.0,79.0
52joa,92,90.0,86.0,90.0,84.0,86.0,NaN,NaN,81.0,78.0,84.0
강우주,95,84.0,89.0,NaN,80.0,81.0,87.0,74.0,75.0,78.0,NaN
영화팬,93,91.0,88.0,89.0,87.0,78.0,82.0,NaN,79.0,73.0,NaN
inni,93,92.0,89.0,NaN,78.0,89.0,84.0,86.0,NaN,NaN,80.0
khrkhr,95,87.0,87.0,82.0,88.0,77.0,81.0,83.0,74.0,NaN,NaN
영화 보는 사람,90,93.0,90.0,88.0,81.0,86.0,NaN,NaN,75.0,81.0,80.0
유현태,91,92.0,93.0,85.0,79.0,84.0,79.0,NaN,NaN,80.0,77.0
김승혁,93,93.0,84.0,83.0,85.0,87.0,NaN,88.0,NaN,78.0,80.0
김폴더,94,91.0,89.0,83.0,84.0,84.0,82.0,76.0,NaN,75.0,74.0
마티,93,93.0,89.0,84.0,85.0,83.0,83.0,NaN,NaN,79.0,73.0
강휘웅,92,93.0,88.0,82.0,79.0,89.0,74.0,81.0,NaN,78.0,81.0
준형,93,91.0,89.0,82.0,80.0,88.0,NaN,88.0,NaN,81.0,80.0
GeunjooCho,95,84.0,90.0,NaN,80.0,82.0,88.0,79.0,NaN,NaN,NaN
웨스턴,92,93.0,88.0,87.0,87.0,82.0,70.0,NaN,NaN,71.0,NaN
Chloe jh Kim,89,94.0,84.0,85.0,78.0,90.0,NaN,82.0,NaN,80.0,84.0
만점충,91,92.0,91.0,82.0,79.0,88.0,NaN,88.0,NaN,82.0,81.0
Jungchul Lee,91,94.0,87.0,84.0,81.0,88.0,70.0,82.0,NaN,78.0,80.0
하드보일드 센티,93,91.0,86.0,89.0,90.0,69.0,72.0,NaN,72.0,63.0,NaN
박영서,92,93.0,91.0,82.0,84.0,86.0,79.0,73.0,NaN,74.0,76.0
뱅상,93,92.0,91.0,84.0,85.0,85.0,NaN,80.0,NaN,75.0,77.0
영준,93,92.0,89.0,88.0,85.0,82.0,81.0,NaN,74.0,NaN,76.0
김다희,93,92.0,88.0,79.0,79.0,89.0,84.0,87.0,NaN,NaN,83.0
정찬우,92,94.0,86.0,85.0,84.0,87.0,NaN,64.0,NaN,78.0,73.0
노재승,93,92.0,89.0,85.0,85.0,87.0,NaN,80.0,NaN,78.0,77.0
제우,92,93.0,88.0,86.0,83.0,86.0,NaN,89.0,NaN,80.0,82.0
또팔,93,91.0,88.0,84.0,80.0,87.0,84.0,81.0,NaN,76.0,74.0
낡은호출기,95,91.0,87.0,84.0,87.0,84.0,78.0,NaN,79.0,NaN,NaN
문준모,88,94.0,86.0,88.0,86.0,86.0,NaN,81.0,NaN,79.0,76.0
김 성진,94,91.0,90.0,83.0,83.0,84.0,84.0,NaN,NaN,74.0,74.0
상섭1004,94,87.0,92.0,NaN,80.0,79.0,90.0,NaN,NaN,65.0,67.0
Q1,93,91.0,92.0,84.0,86.0,82.0,69.0,NaN,NaN,69.0,65.0
채널범블러,94,92.0,88.0,84.0,82.0,85.0,83.0,NaN,NaN,79.0,78.0
정승호,91,93.0,86.0,82.0,80.0,90.0,NaN,81.0,NaN,84.0,82.0
유지헌,95,89.0,83.0,84.0,90.0,72.0,77.0,NaN,NaN,NaN,NaN
현찬,88,91.0,87.0,NaN,74.0,90.0,NaN,93.0,NaN,76.0,83.0
설모,91,93.0,82.0,84.0,NaN,89.0,NaN,74.0,74.0,87.0,80.0
ℍ𝕒𝕟𝕤𝕠𝕝,92,90.0,88.0,NaN,NaN,91.0,78.0,91.0,NaN,80.0,84.0
윤호중,90,94.0,83.0,80.0,79.0,88.0,75.0,NaN,NaN,85.0,78.0
김희진,92,91.0,92.0,81.0,81.0,88.0,83.0,84.0,NaN,77.0,82.0
나뮤노,90,94.0,87.0,83.0,78.0,90.0,NaN,84.0,NaN,83.0,83.0
♡ 갱,94,89.0,90.0,78.0,83.0,83.0,85.0,88.0,NaN,NaN,78.0
이세린,91,91.0,88.0,75.0,NaN,91.0,NaN,88.0,NaN,78.0,85.0
이길남,94,92.0,86.0,80.0,85.0,89.0,81.0,NaN,NaN,79.0,78.0
윤호준,91,94.0,86.0,85.0,83.0,87.0,NaN,NaN,76.0,84.0,76.0
신우재,91,93.0,86.0,75.0,73.0,90.0,NaN,87.0,NaN,83.0,83.0
셩이,95,91.0,88.0,82.0,86.0,86.0,82.0,NaN,78.0,NaN,78.0
블루박하,94,92.0,85.0,80.0,79.0,87.0,86.0,NaN,NaN,77.0,80.0
하영,93,90.0,90.0,82.0,77.0,87.0,83.0,87.0,NaN,80.0,84.0
자몽,94,89.0,90.0,82.0,83.0,83.0,86.0,80.0,NaN,NaN,76.0
무비파니,93,94.0,87.0,79.0,89.0,86.0,84.0,NaN,66.0,79.0,77.0
강희규,92,92.0,91.0,86.0,84.0,84.0,77.0,82.0,NaN,NaN,76.0
갱갱,93,92.0,87.0,78.0,76.0,89.0,83.0,84.0,NaN,80.0,83.0
JM,94,92.0,89.0,82.0,80.0,86.0,82.0,72.0,NaN,80.0,78.0
from_prejudice,92,88.0,90.0,NaN,NaN,89.0,83.0,90.0,NaN,NaN,85.0
이건희,94,91.0,91.0,82.0,86.0,85.0,78.0,78.0,NaN,76.0,77.0
정진환,91,94.0,89.0,83.0,85.0,87.0,74.0,NaN,NaN,81.0,78.0
손준호,89,94.0,84.0,80.0,82.0,90.0,NaN,NaN,71.0,84.0,81.0
류정민,93,92.0,90.0,79.0,78.0,89.0,NaN,86.0,NaN,78.0,81.0
이용우,94,89.0,89.0,85.0,80.0,84.0,85.0,80.0,NaN,NaN,76.0
샤지,95,77.0,91.0,76.0,79.0,NaN,90.0,NaN,NaN,NaN,NaN
우홍주,94,89.0,92.0,77.0,84.0,78.0,85.0,76.0,NaN,NaN,71.0
이진영,92,93.0,87.0,88.0,85.0,86.0,NaN,NaN,76.0,79.0,78.0
박채은,91,92.0,90.0,80.0,80.0,90.0,NaN,89.0,NaN,80.0,83.0
챠챠,94,90.0,91.0,83.0,78.0,84.0,81.0,89.0,NaN,NaN,79.0
에치양,94,89.0,90.0,82.0,83.0,82.0,78.0,92.0,NaN,NaN,NaN
문승언,91,91.0,91.0,80.0,79.0,90.0,NaN,85.0,NaN,81.0,80.0
바카디,93,92.0,89.0,84.0,86.0,85.0,NaN,81.0,NaN,75.0,77.0
정승섭,91,93.0,88.0,89.0,81.0,84.0,NaN,78.0,NaN,79.0,80.0
송하나,93,90.0,87.0,83.0,83.0,88.0,NaN,90.0,NaN,NaN,78.0
가빈,93,87.0,92.0,75.0,NaN,86.0,85.0,91.0,NaN,NaN,82.0
박주하,93,93.0,87.0,83.0,85.0,86.0,NaN,NaN,NaN,78.0,73.0
할뿐,93,93.0,85.0,84.0,87.0,86.0,75.0,NaN,NaN,80.0,72.0
도앵,94,87.0,91.0,79.0,NaN,87.0,83.0,88.0,NaN,NaN,81.0
권오현,91,93.0,89.0,83.0,NaN,88.0,NaN,82.0,NaN,83.0,76.0
렉스짱,93,83.0,92.0,84.0,79.0,79.0,87.0,80.0,NaN,NaN,75.0
김호범,93,93.0,84.0,86.0,85.0,85.0,75.0,NaN,NaN,81.0,75.0
김가현,94,88.0,90.0,NaN,75.0,86.0,88.0,86.0,NaN,NaN,80.0
부자연,94,92.0,88.0,83.0,88.0,81.0,83.0,NaN,NaN,72.0,NaN
Derek,91,94.0,80.0,84.0,82.0,84.0,NaN,86.0,NaN,81.0,81.0
성진,92,93.0,77.0,86.0,85.0,86.0,NaN,74.0,NaN,84.0,78.0
미지,92,92.0,89.0,NaN,NaN,91.0,78.0,85.0,NaN,76.0,83.0
오이시이,93,92.0,91.0,86.0,85.0,82.0,80.0,NaN,NaN,NaN,72.0
이인애,94,85.0,91.0,NaN,NaN,87.0,82.0,84.0,NaN,NaN,80.0
최승택,91,93.0,88.0,81.0,NaN,89.0,75.0,NaN,68.0,86.0,78.0
LeA,94,90.0,91.0,86.0,84.0,80.0,83.0,NaN,NaN,NaN,73.0
손규인,95,84.0,92.0,85.0,NaN,84.0,81.0,86.0,NaN,NaN,79.0
똥깡,89,94.0,86.0,83.0,81.0,89.0,NaN,85.0,NaN,81.0,82.0
정광욱,94,92.0,86.0,84.0,85.0,84.0,80.0,NaN,NaN,80.0,75.0
도정석,90,93.0,90.0,75.0,82.0,90.0,NaN,82.0,NaN,78.0,82.0
김아람,94,86.0,91.0,82.0,83.0,83.0,85.0,84.0,NaN,NaN,NaN
이예성,91,93.0,87.0,83.0,80.0,89.0,NaN,89.0,NaN,80.0,83.0
이팔청춘,92,93.0,88.0,85.0,82.0,86.0,73.0,77.0,NaN,76.0,77.0
운지,84,95.0,83.0,73.0,89.0,90.0,NaN,55.0,NaN,87.0,76.0
현창희,91,93.0,86.0,88.0,85.0,85.0,NaN,NaN,74.0,84.0,73.0
이영학,91,93.0,88.0,86.0,80.0,88.0,NaN,86.0,NaN,82.0,81.0
개날두,90,93.0,85.0,86.0,84.0,89.0,NaN,87.0,NaN,80.0,81.0
김병우,91,94.0,85.0,84.0,82.0,89.0,69.0,73.0,NaN,82.0,79.0
진우영,92,94.0,90.0,84.0,85.0,84.0,78.0,66.0,NaN,71.0,75.0
데이빗백곰,94,88.0,92.0,82.0,84.0,81.0,84.0,76.0,71.0,NaN,NaN
요거트스무디,94,90.0,90.0,76.0,81.0,84.0,83.0,NaN,NaN,73.0,NaN
하루,94,90.0,87.0,88.0,83.0,82.0,86.0,NaN,83.0,79.0,NaN
송영,93,90.0,91.0,NaN,82.0,88.0,78.0,90.0,NaN,80.0,80.0
고양이가물어,90,93.0,89.0,88.0,84.0,84.0,NaN,80.0,NaN,81.0,80.0
onebellsoup,93,91.0,89.0,84.0,85.0,87.0,82.0,85.0,NaN,NaN,78.0
정수땡,93,90.0,92.0,86.0,84.0,77.0,83.0,NaN,NaN,73.0,NaN
전찬옥,93,90.0,92.0,86.0,81.0,85.0,80.0,85.0,NaN,NaN,80.0
박재하,93,89.0,91.0,77.0,NaN,88.0,85.0,90.0,NaN,NaN,84.0
Ryu JY,91,93.0,90.0,84.0,83.0,85.0,76.0,88.0,NaN,77.0,78.0
문은지,94,89.0,90.0,79.0,86.0,85.0,85.0,82.0,NaN,NaN,83.0
연 지,94,84.0,91.0,84.0,81.0,84.0,85.0,86.0,NaN,NaN,81.0
Alexander Lee,93,92.0,87.0,84.0,87.0,88.0,80.0,78.0,NaN,79.0,81.0
노디,93,91.0,89.0,84.0,84.0,87.0,NaN,88.0,NaN,76.0,80.0
배준용,94,90.0,89.0,80.0,85.0,74.0,86.0,NaN,NaN,74.0,72.0
김재욱,92,93.0,78.0,86.0,81.0,89.0,NaN,NaN,72.0,84.0,78.0
영교,92,94.0,87.0,82.0,86.0,87.0,72.0,71.0,NaN,78.0,73.0
라임오렌지,94,88.0,91.0,NaN,76.0,86.0,86.0,NaN,NaN,NaN,82.0
이동원,91,93.0,88.0,81.0,NaN,89.0,NaN,91.0,NaN,82.0,83.0
MinJin Park,95,88.0,90.0,85.0,85.0,71.0,84.0,NaN,71.0,NaN,NaN
토리,91,93.0,75.0,88.0,86.0,79.0,NaN,72.0,NaN,86.0,64.0
Buchu,93,93.0,87.0,80.0,84.0,88.0,73.0,81.0,NaN,81.0,79.0
Amy Jooyeong Kim,92,90.0,91.0,86.0,82.0,88.0,NaN,84.0,NaN,NaN,80.0
김민재,94,84.0,89.0,NaN,NaN,86.0,91.0,NaN,NaN,NaN,82.0
태규,94,91.0,74.0,73.0,86.0,NaN,80.0,NaN,NaN,NaN,75.0
솔민,91,90.0,91.0,NaN,75.0,90.0,NaN,90.0,NaN,74.0,81.0
그대의 눈동자에 Cheers,90,94.0,83.0,89.0,84.0,86.0,NaN,NaN,77.0,82.0,75.0
StreetSiro,94,91.0,90.0,84.0,85.0,82.0,83.0,79.0,NaN,NaN,77.0
ssunny,93,92.0,89.0,85.0,85.0,87.0,83.0,78.0,NaN,76.0,79.0
마침내붕괴,95,88.0,90.0,82.0,81.0,82.0,85.0,NaN,NaN,73.0,76.0
sweetcherry,94,85.0,92.0,NaN,NaN,85.0,86.0,87.0,NaN,NaN,77.0
사람이되지,94,84.0,91.0,NaN,72.0,86.0,87.0,85.0,NaN,NaN,82.0
박세창,91,93.0,90.0,81.0,82.0,87.0,NaN,84.0,NaN,79.0,79.0
다예,93,91.0,89.0,77.0,NaN,90.0,84.0,83.0,NaN,76.0,82.0
김동곤,95,89.0,88.0,80.0,82.0,79.0,85.0,NaN,NaN,77.0,77.0
임지혜,93,90.0,92.0,78.0,79.0,85.0,87.0,82.0,NaN,NaN,75.0
유자,94,88.0,92.0,76.0,80.0,85.0,83.0,89.0,NaN,NaN,78.0
겨울비,94,90.0,91.0,85.0,84.0,79.0,83.0,NaN,NaN,NaN,72.0
